Punto Venta,Fecha Venta,Producto,Clave Gen‚rica,Clave SAT,UM SAT,Descripcion Producto,Cantidad,Importe,Costo,Importe Costo
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,26,130.19,1.6093,41.8418
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,40,138.92,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,45,261.89,1.6093,72.4185
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,31,131.13,1.6093,49.8883
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,24,139.68,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,2,6.95,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,CONE MILLION PACOR,FC0283,53131607,GRM,5ASE MILLIONAIRE DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,COSCARDELA,FC0288,53131607,GRM,BASE TRILOGY DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CPACORABAN,FC0292,53131607,GRM,BASE PAQUITO DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,CPACORABAN,FC0292,53131607,GRM,BASE PAQUITO DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,CPACORABAN,FC0292,53131607,GRM,BASE PAQUITO DE FRAICHE,11,64.02,1.6093,17.7023
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,CPACORABAN,FC0292,53131607,GRM,BASE PAQUITO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,93,346.46,1.6093,149.6649
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,41,238.62,1.6093,65.9813
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,46,267.72,1.6093,74.0278
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,45,214.96,1.6093,72.4185
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,36,209.51,1.6093,57.9348
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,15,87.3,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,60,255.32,1.6093,96.558
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CPARISHILTONFORMEN,FC0293,53131607,GRM,BASE MISTER HILTON DE FRICHE,44,152.82,1.6093,70.8092
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CPEPEJEANS FOR HIM,FC0537,53131607,GRM,BASE PEPE FOR HIM DE FRAICHE,26,151.32,1.1655,30.303
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,CPERRY ELLIS FM,FC0525,53131607,GRM,BASE SIGNATURE FOR MEN DE FRAICHE,20,69.46,1.1655,23.31
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CPERRY ELLIS MAN,FC0295,53131607,GRM,BASE PERRY DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CPERRY ELLIS MAN,FC0295,53131607,GRM,BASE PERRY DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,21/09/2022,CPERRY ELLIS MAN,FC0295,53131607,GRM,BASE PERRY DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CPERRY ELLIS MAN,FC0295,53131607,GRM,BASE PERRY DE FRAICHE,25,86.83,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,CPERRY ELLIS MAN,FC0295,53131607,GRM,BASE PERRY DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,CPERRY ELLIS RED,FC0483,53131607,GRM,BASE BARON ROJO DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,CPERRY ELLIS RED,FC0483,53131607,GRM,BASE BARON ROJO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,CPERRY ELLYS18 MEN,FC0297,53131607,GRM,BASE PETER DE FRAICHE,10,34.73,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,CPERRY ELLYS18 MEN,FC0297,53131607,GRM,BASE PETER DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CPHANTOM PR,FC0611,53131607,GRM,BASE FANTASMA DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CPHANTOM PR,FC0611,53131607,GRM,BASE FANTASMA DE FRAICHE,2,6.95,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CPOLO,FC0304,53131607,GRM,BASE RALPH DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,14,81.48,1.6093,22.5302
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CPOLO BLUE,FC0306,53131607,GRM,BASE POLO AZUL DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,CPOLO RED,FC0420,53131607,GRM,BASE POLO ROJO DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,CPOLO RED,FC0420,53131607,GRM,BASE POLO ROJO DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,CPRADA LUNA CARBON,FC0501,53131607,GRM,BASE HOMBRE DE CARBON DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CPRADA LUNA CARBON,FC0501,53131607,GRM,BASE HOMBRE DE CARBON DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CPRADA LUNA CARBON,FC0501,53131607,GRM,BASE HOMBRE DE CARBON DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CRUN WILD DAV,FC0550,53131607,GRM,BASE MR RUNNER DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CRUN WILD DAV,FC0550,53131607,GRM,BASE MR RUNNER DE FRAICHE,1,5.82,1.6093,1.6093
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,42,145.87,1.6093,67.5906
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,15,87.3,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,79,412.83,1.6093,127.1347
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,39,226.97,1.6093,62.7627
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,CSALVATORE FERRAG,FC0621,53131607,GRM,BASE SALVATORE DE FRAICHE,15,87.3,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,3,17.46,1.6093,4.8279
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,20,116.39,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,27,157.14,1.6093,43.4511
K945 - LUCIO COLLINS DE LA ROSA,05/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,58,337.56,1.6093,93.3394
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,24,139.68,1.6093,38.6232
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,25,145.5,1.6093,40.2325
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,37,215.33,1.6093,59.5441
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,55,320.1,1.6093,88.5115
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,17,98.93,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,44,256.08,1.6093,70.8092
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,55,320.1,1.6093,88.5115
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CSAUVAGE DIOR,FC0468,53131607,GRM,BASE JOHNNY SAUVAGE DE FRAICHE,116,581.24,1.6093,186.6788
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,18,104.76,1.6093,28.9674
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,14,81.48,1.6093,22.5302
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,27,157.13,1.6093,43.4511
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,60,208.38,1.6093,96.558
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,CSAUVAGE ELIXIR,FC0625,53131607,GRM,BASE JOHNY SAUVAGE ELIXIR DE FRAICHE,57,331.73,1.6093,91.7301
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CSCANDAL JPGHOMME,FC0626,53131607,GRM,BASE ESCANDALOSO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CSCAPE,FC0338,53131607,GRM,BASE GETAWAY DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CSTARWALKER,FC0346,53131607,GRM,BASE AITIA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,6,34.92,1.6093,9.6558
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,CSWISS ARMY,FC0349,53131607,GRM,BASE SWISS COLONY DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,CTHE ICON AB,FC0620,53131607,GRM,BASE ICONIC LEADER DE  FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CTHE ONE DYG,FC0357,53131607,GRM,BASE MATTHEW DE FRAICHE,5,19.72,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CTHE ONE DYG,FC0357,53131607,GRM,BASE MATTHEW DE FRAICHE,18,83.64,1.6093,28.9674
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CTOMMY,FC0360,53131607,GRM,BASE TOMMASO DE FRAICHE,5,26.75,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,CTOMMY,FC0360,53131607,GRM,BASE TOMMASO DE FRAICHE,42,244.44,1.6093,67.5906
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,CTOMMY,FC0360,53131607,GRM,BASE TOMMASO DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,CTOMMY,FC0360,53131607,GRM,BASE TOMMASO DE FRAICHE,42,145.87,1.6093,67.5906
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CTOMMY,FC0360,53131607,GRM,BASE TOMMASO DE FRAICHE,26,151.32,1.6093,41.8418
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,CTOUS MAN INTENSE,FC0624,53131607,GRM,BASE HOMME INTENSE DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,31,180.42,1.6093,49.8883
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,11,64.02,1.6093,17.7023
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CTOY BOY MOSCHINO,FC0554,53131607,GRM,BASE TEDDY BOY DE FRAICHE,52,302.63,1.6093,83.6836
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,CULTRAMALE JEANPAU,FC0461,53131607,GRM,BASE ULTRA HOMBRE DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,07/09/2022,CULTRAMALE JEANPAU,FC0461,53131607,GRM,BASE ULTRA HOMBRE DE FRAICHE,32,186.24,1.6093,51.4976
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,CULTRAMALE JEANPAU,FC0461,53131607,GRM,BASE ULTRA HOMBRE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,CULTRAMALE JEANPAU,FC0461,53131607,GRM,BASE ULTRA HOMBRE DE FRAICHE,110,640.2,1.6093,177.023
K945 - LUCIO COLLINS DE LA ROSA,18/09/2022,CUNGARO,FC0374,53131607,GRM,BASE UNGARIA DE FRAICE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CVERSACE,FC0380,53131607,GRM,BASE VERSACE DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,CVERSACE,FC0380,53131607,GRM,BASE VERSACE DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,CVERSACE,FC0380,53131607,GRM,BASE VERSACE DE FRAICHE,1,3.47,1.6093,1.6093
K945 - LUCIO COLLINS DE LA ROSA,04/09/2022,CVETIVER,FC0383,53131607,GRM,BASE TULUM DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,CY YVESSAINTLAUREN,FC0518,53131607,GRM,BASE LORETO DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,CY YVESSAINTLAUREN,FC0518,53131607,GRM,BASE LORETO DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,08/09/2022,CY YVESSAINTLAUREN,FC0518,53131607,GRM,BASE LORETO DE FRAICHE,17,98.94,1.6093,27.3581
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,CY YVESSAINTLAUREN,FC0518,53131607,GRM,BASE LORETO DE FRAICHE,23,133.86,1.6093,37.0139
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,CY YVESSAINTLAUREN,FC0518,53131607,GRM,BASE LORETO DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,17/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,2,11.64,1.6093,3.2186
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,23/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,7,40.74,1.6093,11.2651
K945 - LUCIO COLLINS DE LA ROSA,21/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,5,29.1,1.6093,8.0465
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,45,261.9,1.6093,72.4185
K945 - LUCIO COLLINS DE LA ROSA,10/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,40,138.92,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,30,174.6,1.6093,48.279
K945 - LUCIO COLLINS DE LA ROSA,12/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,12,69.84,1.6093,19.3116
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,52,302.64,1.6093,83.6836
K945 - LUCIO COLLINS DE LA ROSA,03/09/2022,D212,FD0002,53131607,GRM,BASE ALINA DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,D212 H2O,FD0003,53131607,GRM,BASE FROZEN WOMAN DE FRAICHE,20,69.46,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,25/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,40,138.92,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,33,192.06,1.6093,53.1069
K945 - LUCIO COLLINS DE LA ROSA,26/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,24/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,15,87.3,1.6093,24.1395
K945 - LUCIO COLLINS DE LA ROSA,19/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,20/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,15/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,13,75.66,1.6093,20.9209
K945 - LUCIO COLLINS DE LA ROSA,06/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,11/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,40,232.8,1.6093,64.372
K945 - LUCIO COLLINS DE LA ROSA,13/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,14/09/2022,D212 VIP ROSE,FD0590,53131607,GRM,BASE WOMAN IN ROSE DE FRAICHE,14,81.48,1.6093,22.5302
K945 - LUCIO COLLINS DE LA ROSA,09/09/2022,D212 VIP ROSE RED,FD0813,53131607,GRM,BASE WOMAN IN RED DE FRAICHE,10,58.2,1.6093,16.093
K945 - LUCIO COLLINS DE LA ROSA,16/09/2022,D212 VIP ROSE RED,FD0813,53131607,GRM,BASE WOMAN IN RED DE FRAICHE,20,116.4,1.6093,32.186
K945 - LUCIO COLLINS DE LA ROSA,22/09/2022,D212 VIP ROSE RED,FD0813,53131607,GRM,BASE WOMAN IN RED DE FRAICHE,28,162.96,1.6093,45.0604
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,D212SEXY,FD0006,53131607,GRM,BASE SEXY NUMBER DE FRAICHE,22,128.04,1.6093,35.4046
K945 - LUCIO COLLINS DE LA ROSA,01/09/2022,D360,FD0009,53131607,GRM,BASE FRAGANCIA PERRY DE FRAICHE,4,23.28,1.6093,6.4372
K945 - LUCIO COLLINS DE LA ROSA,02/09/2022,D360,FD0009,53131607,GRM,BASE FRAGANCIA PERRY DE FRAICHE,46,267.72,1.6093,74.0278
